city,country,reviewer,review_comments,review_title,streetaddr,score,name,reviewer_origin,post_date,postcode,scrapday
Kuala Lumpur,Malaysia,jefflow242,"My family (me, wife and 2 kids) stayed at The Garden Residence for 2 nights on Mar 23 to 25 during school holiday weekend. We family selected this The Garden because we wanted to do some shopping at MidValley and visiting relatives near this area and the hotel has received good reviews at Tripadvisor. As we need 2 rooms, we opted for the The Garden Residence's two bedroom apartment suites. Bad experience with this hotel started the moment we arrived. We drove to Kuala Lumpur with our family car and on arrival at the apartment/ hotel, we are told there is no dedicated hotel parking but has to use the common car-park of The Garden shopping center. Parking is extremely difficult to get on a busy Saturday and has to wait very long before one become available. If you are driving, I would suggest anyone to avoid this hotel as parking become a big hassle if you drive in and out. Nothing in this hotel that meet my modest expectation. 1. For breakfast, the Garden Residence has a different breakfast spread compare with the hotel. Don't opt for breakfast as this will be dissapointing. 2. The hotel furniture is pretty old and little worn out. Also the chair and sofa is dusty.3. Housekeeping service is slow as they seems to rely the staff from the Hotel to serve the Residence which is about 400m away.Certainly, this hotel is not worth the high price that we have paid for. I regretted chosing this hotel and will not recommend anyone to stay here. There are plenty of choices in KL, even during peak holiday period. I would suggest you shop carefully.",Facilities and Services are below expectation.,Lingkaran Syed Putra,2,The Gardens Hotel & Residences,"Perai, Pulau Pinang, Malaysia",2013-04-15,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,NivekKevin,"The bathrooms in this hotel is one of the biggest. A separate toilet area with a glass door, tub and shower as well. You could do jumping jacks in here if you wanted to! For a 5 star hotel it is as expected. The room furniture feels a bit dated but it is clean and carpet is nice. located by the Gardens Mall and Midvalley it's an excellent location.","Excellent hotel, large room, even larger bathroom.",Lingkaran Syed Putra,5,The Gardens Hotel & Residences,"Texas City, Texas",2013-04-15,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,AsiantravellerPerth,"I stayed in a two room apartment with the family. The apartment is a old and in need of refurbishing. Everything appears to be run down. The aircon vent in the master bedroom is covered with a cardboard and masking tape! I presume it was too cold and the thermostat/fan did not work properly.I also found there was not enough storage for your clothes. You would have expected more in an apartment. I had to live out of a suitcase.I had stayed in the same property not long ago and I remembered it to be much better. Things have gone downhill in a short time. The last time we had free wifi in the room although I believe it was limited to three users. This time, there was NO WIFI at all although the wireless router was still in the room but unplugged. I rang maintenance. They took a long time and finally came up to have a look, then said that WIFI is no longer available in the property. Then promised to ""find out"" what they can do and come back to me. They rang back and said there was nothing they can do but if I would like to move to a lower floor, WIFI MAY be available. By this stage, we had already unpacked so we decided to stay.We also found ants on my daughter's bed and also in my niece's bed in ANOTHER apartment. We rang housekeeping and they tried to clean up but we still found ants later that night.The great thing about the resort is the location. The garden mall is downstairs and the Mid Vally Mega Mall is the adjacent building.Traffic is pretty bad at certain times getting in and out of the resort though.Like I said. I stayed at this place previously and enjoyed it. This time, it was quite a turnaround. I came back once but I would not be back.",Great location but run down and average service,Lingkaran Syed Putra,3,The Gardens Hotel & Residences,Perth,2013-04-15,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,Wilson1982_KL,"Stayed in this hotel a few times during business trips and it certainly did not disappoint in terms of service and room arrangements. It is also conveniently located next to Midvalley and The gardens mall thus making leisure ""right next door"". The in-room service is efficient and the staff ever so helpful. Did not have the time to try out their facilities such as the SPA/gym/Swimming pool so no comments there. Overall, value for money.",Comfort in town,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Kuala Lumpur, Malaysia",2013-04-14,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,david n,This is a non smoking hotel. Convenient location for me as my clients are near KLCC area. Taxis are plentiful. 2 Malls (connected) just beside the hotel. Rooms are clean & the decent room space. Toilet is nice & clean. Internet connection (WiFi) is good. Using Skype for calls is not a problem. The cafe on the 6th floor does not have buffet for dinner (except weekends) but it does serve al le carte and beside the hotel are 2 malls with plenty of food places to eat. This is my first stay at this hotel and I would come back again (in another 3 week's time). Room service is good as well. The hotel does require you to use your door card to access to your hotel floor. Good security to prevent unwanted guests.,"The Garden Hotel, Malaysia",Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Singapore, Singapore",2013-04-13,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,Tatt H,I stay in this hotel with my family. It was very nice hotel with the shopping complex just the next too it. The main problem I face was the traffic to go to the hotel was very bad during that time and to find the parking in Midvalley is one of the difficult assignment.,Nice Hotel,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,,2013-04-12,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,BBFunny,Stayed at The Gardens hotel last week for 3 nights! Highly recommend this hotel as the service is fantastic and staff were very friendly and helpful. Location is out of the city centre but that's the reason why I chose to stay away. The hotel is situated right next to the Garden and Mega Mall which provides pretty much everything you need such as good shopping and great food. Will definitly stay at The Gardens Hotel when I make another trip to KL again.,Great hotel to stay when in KL,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Perth,2013-04-10,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,lisatan188,Stayed at this hotel twice in less than 6 months. The staff address me by my name and was very alert to my requirements. The check in at the Executive Lounge was so smooth and relaxing and the staff so attentive to ask if everything is to my liking. My room was on 25th floor facing the canal (view exactly per their postcard though nothing to shout about).Size of room is good and clean and the service is what makes me want to return to this hotel when I am back for business. The shopping malls accessible from this hotel is so good one can buy almost anything without having to take a cab out anywhere!,Superb Service,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Singapore, Singapore",2013-04-09,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,Flanners10,"I stayed here for an entire week and really enjoyed my stay. The location was ideal for work - close to Petaling Jaya but not in city center so you can avoid some of the traffic. The mega mall next door and the garden's mall are amazing. Great when you come home after a long day of work for some shopping or food of all sorts. The rooms are spacious, very modern, amazing rain shower, tv, wi-fi and all amenities one needs. I will definitely stay here again and can only recommend.",Excellent location with lovely rooms,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,"Bangkok, Thailand",2013-04-07,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,SMLTreadlightly,"I have stayed at this hotel several times and reviewed it before. I love it for the location within the upscale Gardens Mall and being linked to the Mid-Valley mega mall. The no-smoking policy is also fantastic (my son has asthma). Great dining options for all budgets and tastes and endless shopping! Suits young family travel as you can pop up to the room so easily and parents can take turns with shopping and having the kids nap or watch a movie in the room etc. I would stay there as a solo lad on business too. It is 5 star rated and worth the extra over its sister properties: Boulevard and Cititel nearby. Nevertheless, on this stay, I noticed the bathroom tiles are showing signs of age - unappealing mould - which needs to be addressed. Just minor maintenance issues - wallpaper peeling, humming a/c etc need attention. Rooms, beds (with pillow) menu and lovely white linens are very comfy. Nice bathrooms albeit fiddly shower controls. Good housekeeping. The location is also a reasonable base for activities in the outer parts of the city eg. south or west. The exec taxis available from concierge are reliable and clean, but opt for the budget taxis from the shopping complex queues if you want to save. Still one of my top choices for KL if your business is not right in town.","Fantastic location, top hotel - just keep up the maintenance",Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Kuching, Malaysia",2013-04-06,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,pittstprincess,"The location was very convenient as it was connected to large shopping malls. The rooms were much more spacious than we expected, especially the bathrooms. The wifi was average and so was the breakfast buffet. They had a large spread but the quality of the food was lacking. But you could easily get a large variety of decent food from the restaurants and food halls in the shopping mall downstairs.",convenient location and spacious rooms,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,sydney,2013-04-03,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,cryolite,The room was spacious and had a great bathroom. The room which I had was on a high floor and so It had a view of the city. Breakfast was great with a good spread. The hotel connected to a huge mall which makes it very convenient for some shopping and for meals.,close to a mega mall,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Singapore,2013-03-31,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,htbHongKong,"We've stayed here in March 2013 for the second time during a holiday in KL. Also this time we have a very good experience. Before our stay the staff were very prompt in answering our questions via e-mail and booking was efficient. We also received some advanced extra information before our stay regarding the room and bedding arrangement. We stayed in a deluxe room in the hotel with 2 adults and 2 kids (4,5 years old). With one extra bed (charged) still plenty of space for a family of four.Check-in was efficient (we arrived late) and during our stay the staff was helpful and friendly. Since our last stay the wifi improved considerably: free wifi for unlimited devices in the room and lobby, reasonably fast!This time also used the pool on 5th floor, kids had a lot of fun.Definitely still recommended for a stay if you like the convenience of a very large shopping mall and ok transport (taxi, bus) to KL.",Second stay in hotel with friendly staff and good value for money,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Hong Kong, China",2013-03-31,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,CondorSydney,"Clean modern, if slightly quirky, quiet rooms with great views including Petronas Towers in the distance. Buffet is comprehensive but strictly halal, ie no bacon for breakfast. Staff are unfailingly polite, pleasant and helpful. I have stayed here twice now.Wifi usually works well, but bandwidth is limited. The pool is a good size if you want some real exercise.  The hotel has almost instant access to good shopping malls that include top range labels - and real shops too! There is also a good variety of restaurants in the mall, including Nonya food. KL city centre is a short taxi ride away although this varies with the state of KL traffic For a great night out go to Bukit Bintang with its open air bars. There is no easy access to the nearby railway stations.",Great value but away from the city centre,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Sydney,2013-03-29,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,Triningsih W,"This the first time I'm here, for business trip on few day and the schedule was full of day! Can't explore the hotel area. I got the big room, nice view, clean shower and there are snacks, chocolate and drinks in mini bar not too expensive one. Many choices of menus for breakfast, there are Western food, Chinese food and Malay with nice arrangement and display. Nice hospitality and fast respond. Beside the hotel was Mid Valley Shopping Mall, you may walk and bring the shopping chart until front of hotel, couldn't enter the lobby. The prices still reasonable. The hotel was great location, not to crowded and smoothly traffic. Only 20 minutes to KLCC Twin Towers by taxi that you can arrange via hotel, they suggest using taxi hotel for safety. Hopefully for the next trip I have more times to explore KL.",Quiet Hotel,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,"Jakarta, Jakarta Raya, Indonesia",2013-03-24,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,Notcreativeenough,"Spacious room, good F&B, well located. Two major shopping malls adjacent to the hotel. The guest room is well facilitated and spacious. The restaurant has provided a good choice of food for buffet meals. The gym is a bit disorganized though, the equipments are spread over the large gym room without rational order. A bit of waste of space. I have not used the outdoor swimming pool or spa. The room price is reasonable. Check in and check out service is speedy. We have four-days workshops there and the meeting room is acceptable. Catering in-between workshop sessions is well set. One thing that I dislike is the concierge who called a taxi for us has asked for a tips from the taxi driver. The taxi driver in turn recover the tips from us. If you enjoy proximity to shopping areas and night snacks, this is a good location to be.",Retreat Experience,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Hong Kong, China",2013-03-23,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,MandaOz,"This is our second stay at The Gardens Hotel. Reservation was easy, done online, found the best price was through their website. We booked the (lowest) deluxe room.The hotel was very new when we first stayed and still looks ok the second time round despite some obvious wear and tear in the rooms. Rooms are quite clean and reasonably spacious. The shower has a rainshower head and heaps of space. Bed is very comfy. Internet worked fine.What we like about this hotel is that it's directly connected to the Gardens shopping centre (we bypass this as it's mostly branded goods) through which you can get to Mid valley shopping centre without needing to go outside. There's lots of food options in the shops and a reasonable amount of shopping too. Mid valley isn't in the middle of KL (near KLCC etc) but because we've been to Malaysia many times, this was just a two day stay before we went on the next leg of our journey. If you want to catch a taxi to KL I think it takes about 10-15 minutes without traffic. We caught a taxi to LCCT airport which was about 40 minutes without major traffic (about 7.30am on a weekday) and cost about 80 ringgit. Watch out if travelling during traffic hours though!",Not bad at all,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Australia,2013-03-19,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,courtsbuyer,"Great location inside the Gardens Mall which is also connected to Mid Valley Shopping Mall.Great business hotel but could be good for tourists who are familiar with KL.Avoid the grid locked traffic in KL centre.Very convenient for Bangsar, Sentral and PJExcellent value for money for a 5* hotel. Around 60 per night for entry room.Club room upgrade not worth it.Staff are friendly and efficient (much better than previously). Housekeeping excellent, laundry cheap.Train station in the Mall means you can be at KLCC twin towers in 20 mins (one change at KL Sentral). Pre-booked breakfast buffet is 5 pp, walk in rate is 12. Can book at reception the day before or buy full stay in advance. Or they do take away coffee & croissant in lobby bar for 2.Hundreds of dining options in the mall from food courts to classy restaurants and bars. There is a night club, cinemas, pool hall, bowling alley and karaoke also in the mall. Internet rates on hotel website are much cheaper than telephone or walk-in rates.Great gym, pool area OK",Very good value 5* hotel,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,Sao Paulo,2013-03-17,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,wintryposy,"Slightly pricier than the other top hotels in KL, I feel it is every cent worth.Right smack in Mid Valley, it is very accessible to everywhere else and the reception is very prompt to help.The room is so amazing, I cannot even stop gushing about it.Huge, fluffy bed and a great view from the room. Special mention to the bathroom which looks very state-of-the-art!The pool was fantastic. I had a really relaxing time reading the papers and getting a tan after soaking in the pool. Staff were really nice to bring me a towel without my asking as well.Also, the hotel is actually linked to The Gardens Mall, which has a great selection of international brands, and significantly less crowded than the other malls.I really love this hotel and will return should I be visiting KL again. Everyone should give this hotel a try!",Perfect!,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,"Singapore, Singapore",2013-03-10,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,sten_80,"Spend two weeks in the hotel before Chinese New Year 2013.Gardens Hotel is quite big and nice hotel next to Mid Valley City. It is the most luxurious of the hotels in the mall complex and clearly targeted for business travelers. Rooms are big and nice with all accommodities one needs when on business trip. Beds sre comfortable, rooms have safety deposit boxes and working WiFi. Room service works 24/7. Front desk personnel were professional and helpfull as well as staff waving for cab. Unfortunately I had bad experience with bell boys rushing into elevators before guests few occasions. One could presume they would let guests into elevator first or wait for 'em to get into same elevator, especially on quiet hours but no. Gives really unprofessional image. Yes, they need to carry bags to other guests but still ...Gym was really spacious and had surprisingly good equipment. Few treadmills and witness bikes, nice selection of dumbbells and basic fitness equipment to get all muscles worked out. I basically missed only barbell equipment to do some bench press and squats but that's very rare in the hotels. Unfortunately.Breakfast very good. Lots of local and international dishes.I very much liked my stay and since the location is in the close proximity of the office block I need to visit, I will most likely stay in the hotel again. For a vacation I would chose something more close to the center - or even better, skipmthe entire city and choose some sandy beach resort instead :)",Big hotel next to Mid Valley,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Finland,2013-03-10,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,JennChua,Room was very comfortable and spacious. Wifi connection is stable. Bed is very comfortable. Staff at the desk was pleasant. Hotel is at mid valley. There are 2 big malls just downstairs. A lot of choices for food and shopping. Cinema and KTV are available too at the malls.,very nice hotel with big malls nearby,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Singapore, Singapore",2013-03-07,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,nishant0710,The Gardens Hotel is situated next to two wonderful shopping malls that justify any compromises made in hotel selection. The rooms are a little spartan but there are enough functionalities for a business traveller. It offers stunning glimpses of the shimmering KL skyline from the road-facing rooms. The gym was the size of a dance academy! The meetings rooms on the top floors offer a wonderful 360 degree view and are serviced by very efficient support staff. The restaurant offers a good selection. The in-room dining team is creative and can come up with modifications to suit the palate. The concierge desk is manned by some smart and courteous personnel who can solve problems instinctively.Room for improvement: Check-in and check-out are time consuming. There is construction work in progress opposite the hotel location. That can be a little distracting.,Dil Garden Garden Ho Gaya... :-),Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Mumbai, Maharashtra, India",2013-02-28,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,INCell,Upside:Good location and overall service;Adjunct to Mega Mall;Plenty of restaurants for food;Room is nicely decorated;Downside:No wireless in room;VPN did not function in room which they could not resolve since technician had knocked off for the day;Girl at front desk has an attitude.,Location and service,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,,2013-02-19,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,bharatiya1,"I stayed at The Gardens Hotel for two weeks in Jan/Feb2013. My Deluxe room on the 20th floor with a King bed was great. Very modern, with a great bathroom and a good view. The King bed was comfortable. Wireless was reliable (did not need a password). My room rate included breakfast at The Spread, a restaurant on the 6th floor. The restaurant name was appropriate and the breakfast was sumptuous. Service was wonderful and the staff friendly. There is even a complimentary shoe shine service.The fitness center was well equipped. There were 2 ellipticals, fitness equipment of my choice. The best part is the location of The Gardens. It is next to the MidValley Mall, also known as the Mega Mall. This mall is huge with a lot of options for food and shopping. Even a non-shopper could find something interesting. Access to major areas of interest such as KLCC, KL Sentral, Bangsar, Brickfield, Merdeka Square, and the Lake Gardens is easy from The Gardens. The only downside about the room was the choice of TV programs. I wish the Hotel would offer more English language channels. One word of caution about the crushing traffic jams near the hotel, due to the shoppers visting the Mega Mall. Plan your travels to avoid the rush hours. The concierge staff were helpful in hailing taxis for me every single time.",Good Hotel in a great location in Kuala Lumpur,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,Allentown,2013-02-19,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,lekha362,"I have travelled to many places around the world and stayed at various types of accommodation. But, this was one which, even now after three months, I miss and yearn to go back to.We were in a one-bedroom flat which exceeded my expectation. It was spacious, luxurious, well equipped. Wonderful large and snuggly bed with a sitting area consisting of a double sofa, writing desk and chair, flat screen TV and radio. The bath and shower would cater to even a 6ft person, while the toilet was discreetly screened off by a glass door and the sink and its surroundings had all the amenities you would need.The huge living room, also with TV, radio and DVD player and a lovely balcony were ideal to stay in and relax, as well as entertain. The kitchen had all that was necessary to cook and store with an eating area extending from the the work top with high chairs The maid service was clean and they anticipated all your needs.The lobby area is a welcoming cathedral with high ceilings, plush carpets, beautiful floral arrangements and a basket of fruit and long sofas. It is manned by the Manager, Receptionist, Concierge 24 hrs a day. Everyone was friendly and always ready to do and help in any way. The Residence was adjoining the hotel of the same name as well as two other hotels. They had a lovely swimming pool, health club and gym. There were even night clubs and children's play areas.Best of all this Residence was part of a huge shopping complex, cinema, restaurants and cafes serving food from all over the world, hotel, medical clinics, supermarkets, banks, and even a food court with all the local cuisine. It also connected to their railways and other transport, which were punctual and convenient for access to the all parts of the city and beyond. It was just outside the city centre and so less traffic and pollution and a great view.As I said, it was a home with all the luxuries and conveniences thrown in.",Better than home!,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,"Cambridge, United Kingdom",2013-02-15,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,aquajade,"The only thing I didn't like about this is the parking. You'll have problems driving to the entrance during weekends and public holidays as there are 3 hotels (including this one) linked to 1 mega shopping centre. Car parking is shared with the shopping centre's. Other than that, the convenience of having a shopping centre nearby is a big plus. We had a 2 bedroom apartment and it was huge. There was a fully furnished kitchen with crockery, cutlery, stove and microwave oven.","Very comfortable, very convenient",Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Kuching, Malaysia",2013-02-13,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,Chye_Wah,"I stayed at the service apartment for 3 days from 9 To 11 Feb.The cleanliness of the apartment is okay and is located above the Mid valley mega shopping mall, there are two trains service connected to the mall, convenient to travel to any part of Kulua Lumpur or could travel to out station Seremban, Kajang or Ipoh.But the only setback with the apartment is the fire alarm sounded very day, early in the morning and late at night. The first time, we ran to the lobby and only told by the receptionist is a false alarm.. There don't have a PA system to announce of a system to inform guest if the false alarm. The sequence were in the early in the morning, we called the duty manager and confirmed.",False fire alarm every day,Lingkaran Syed Putra,3,The Gardens Hotel & Residences,"Singapore, Singapore",2013-02-12,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,John-Wagga,We had a group of 10 on a golfing holiday and we stayed at this great hotel. We used the facilities of the executive floor to meet and socialize each evening. The staff and service were exceptional and we would have no hesitation in returning to this hotel.,Great time using executive services,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,NSW,2013-02-11,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,Hansky18,"Stayed there last jan 28 to 31, 2013.Location:An hour from the airport and adjacent to shopping malls. You can find shop/ boutiques from high end to low end as well variety of fine dining resto and cafes. It is also near to lake gardens but be careful in taking a cab lining up outside the hotel, they charge more than the usual like when i take a cab from going to lake gardens i paid around 19 ringgit but when i get back i only paid 6, both cabs are in meter.Room:What i like the most is the bathroom, i like the way they maximize the space for your tub, shower, toilet, and closet. Room is clean daily and had a decent view from my window however the space is just enough for 2 adult and the amenities are basic. Internet is good. You can hear voices from outside. Breakfast:Not enough selection for food. Lobby: Is not that fabulous like other 5 star hotels. It feels good to be greeted by hotel staff, carry on your stuff and usher me to check in area. Overall the ecperience is good.",Great location for shopaholic,Lingkaran Syed Putra,3,The Gardens Hotel & Residences,,2013-02-05,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,Elizabeth L,"I stayed at the gardens hotel in mid valley city in January 2013 on my way to Japan for holiday. This was the third time I stayed at this hotel for a stop over in kuala lumpur. The hotel is located next to two large shopping malls with many shops and restaurants. The staffs at the hotel were all very friendly. Checking in and out were quick and no fuss.the room was clean, bright and comfortable. I especially love the separate toilet and bathroom. I will definitely stay here again on my next visit.",Convenient and comfortable place to stay for a stop over,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Perth, Australia",2013-01-25,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,A_Screw_Loose,"I stayed here one night on a business trip. I was looking forward to this hotel due to its location at MidValley City and its 5 star rating. Overall it was a very good hotel but just let down by niggling issues which should not be experienced for the price that was paid.Pros:-1) Location! Location! Location! If you are an avid shopper or looking for a place to hang out, MidValley City would be the best spot for you. The variety of branded stores, specialty shops, departmental stores (Isetan, Robinsons, Jusco etc) and F&B outlets are simply astounding, with the Gardens Hotel being placed in the more affluent side of this mega complex. 2) Hotel room is clean with the washroom area facing the bed side. Bed is soft and very comfortable and airconditioning was just perfect with a great view of KLCC in the horizon.3) Hotel has a nice spacious gym with the pool next to it at the 5th floor. 4) Hotel has an excellent breakfast spread with more emphasis to Western tastes like croissants, smoked salmon, beef and so on.Cons: -1) Check in was a nightmare and exercise in patience. The process takes 20 excruciating minutes due to the large amount of hotel guests. Our colleagues even have to wait additional 40 minutes for their room to be cleared and they checked in at 3pm even though they already made reservations. 2) Be transported back in time to 2007 to the wired era. My hotel room (2719) room does not have any wi-fi access in the room nor any wifi in the lobby. Internet access is only by using LAN cable. Truly a back to the future moment.3) Be warned if you are driving to MidValley. Get here as early as possible or end up spending an hour or more looking for parking and tearing your hair out. If you park at Gardens, even with the hotel redemption, you still need to pay RM5.4) The access door between the car parking elevators in the shopping complex to the lobby are locked after midnight. Thus we have to walk along the empty halls of the shopping complex and round the corner and outside and then back in again to access the lobby. This would be a wonderful experience if touring empty shopping complexes become the new national pastime. The management should just post a security guard at the access door as walking alone can be quite unnerving.All in all, a very good hotel that I would stay next time once they work out those kinks.","Underwhelming experience for its price range, only fantastic point is the location",Lingkaran Syed Putra,3,The Gardens Hotel & Residences,"Penang Island, Malaysia",2013-01-21,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,Lindaa78,"Firstly, The Gardens Hotel has excellent location. Located at The Gardens Mall and Mid Valley shopping centre in KL, you do not ever have to leave the comfort of the mall, especially if you are there for a short business trip. Food, drinks, entertainment, shopping are within easy walking distance. Secondly, the hotel has a great gym which is clean and spacious for a quick morning workout. The meeting rooms located on 29th floor is also well equipped and I'm pleasantly surprised at the quality of the hotel-catered mini-buffet during lunch and tea breaks. The rooms are spacious with well appointed amenities. Staff in general are also friendly and helpful but can be a little impersonal when they are busy.","Excellent location, great facilities and well appointed amenities.",Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Perth, Australia",2013-01-21,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,Quinny's,"Stayed 17/12/12 to 20/12/12. Location is very important when on holidays. We know or way around KL due to the fact that we lived there for 3 yrs but return each yr for holidays. The Gardens Hotel is very well maintained, the staff are extremely helpful and friendly. The rooms are large with comfy beds, lovely spacious bathrooms and lots of storage space. It is located in Midvalley and attached to 2 huge shopping malls, which gives you direct access to hundreds of shops, numerous supermarkets and loads of restaurants...you could just stay and not ever venture out!! No matter which direction you exit from a taxi is only seconds away, if not already waiting. Also if you are out and about every taxi driver knows where the Gardens Hotel is so it makes the return trip very easy. The Club lounge (very affordable option) has very attentive staff and are always happy to help. The food is delicious and fresh and this is also where to check in and out from so you avoid the queues. This hotel is in a great location because within minutes you can get to Bangsar, Central Market, Petaling St market and Bukit Bintang (depending on traffic of course). I would definately stay here again and recommend it to anyone, you will have no issues here.",Location is important.,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,Perth,2013-01-16,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,kbd807609,I've stayed @ Garden Hotel since 2010 during my annual year end holiday in Malaysia. I strongly suggest going for the Executive Premier room for people travelling with kids. Ample space and massive bathroom plus dedicated lounge access with excellent customer service. The only downside is the timber plank floor which can be noisy and slippery other than that I couldn't find any flaw during my last 2 separate trips.,Excellent location,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Perth, Australia",2013-01-10,59200,2016-10-08 22:21
Kuala Lumpur,Malaysia,2melt,"I stayed here for 4 nights on a business trip. It was about 1 hour from the airport. Probably would have been quicker but I arrived in rush hour and the traffic apparently is always pretty heavy during morning and afternoons. The room was very comfortable and had a great view over the city. The room wasnt really big but was more than enough for 1-2 people. The bathroom was really luxurious and the bed was SO comfortable I struggled to want to get out of it!The hotel itself was huge and I got lost several times looking for my room or the restaurant. I have no idea if it had a pool or gym.The foyer of the hotel leads straight into the shopping mall which is quite a few floors of every different shop you'd want to see.I ordered room service for breakfast and evening meal and the food was really good and fantastic value, compared with UK prices.The thought of the steak I had there still makes my mouth water!The staff were helpful, I only saw reception or room service staff, both were professional and efficient.I will be certainly staying here again.",Fantastic hotel right next door to huge shopping mall,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Surrey, United Kingdom",2013-01-06,59200,2016-10-08 22:21
