city,review_title,reviewer,reviewer_origin,scrapday,postcode,streetaddr,post_date,country,review_comments,score,name
Kuala Lumpur,They should definitely retrain all their staffs' manners and ability to handle information.,chowkokkhoon,,2016/10/08 22:17:54,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-06-07,Malaysia,"1. Arrive at 2pm and wait about 30 mins for rooms. We saw other guests even waited for their rooms from 3pm to 6pm.2. We called the hotel day before regarding whether we can put some frozen foods at their kitchen's freezer and we got a yes from their staff through that phone call. However, on that day we were told by manager on duty that we are not allowed to do so due to halal issue. We totally understand their concern but if we were told about it during the phone call made a day before we would have not do so. Not only we were not being helped to solve the issue, we were asked to remove the food and it gets spoiled before we can find a place to put them in. The situation makes us very disappointed as the manager and her staff did not even apologize even once and one of the staff ignore us and walk away.This is a very horrible first time experience with cititel midvalley and I doubt we will be returning to this hotel again.",1,Cititel Mid Valley
Kuala Lumpur,Pleasant stay,Christopher L,"Kuala Lumpur, Malaysia",2016/10/08 22:17:54,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-06-01,Malaysia,Had a good 2 nights here in a double room.Everything was about what i would expect for the price. One excellent note was the very friendly service and the convenient location. A big downside is the size of the room which was very small.,4,Cititel Mid Valley
Kuala Lumpur,Cheaper of the hotels around Mid-Valley,Damian G,"Cardiff, United Kingdom",2016/10/08 22:17:55,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-05-30,Malaysia,This hotel was one of the cheaper hotels around Mid-Valley shopping centre but still expensive for Malaysia standards outside of KL city centre. The Mid-Valley shopping centre provides all your dining needs with a worldwide choice of cuisine. There is good transport links then around KL with the taxis and MRT/LRT.The room was fairly small and cramped.,3,Cititel Mid Valley
Kuala Lumpur,"Good service, good location worth the price!",Littleponpon,,2016/10/08 22:17:55,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-05-30,Malaysia,"Stay 1 week here for work,check in was fast, breakfast was not bad, room was quite small for me and the TV is really small also, wireless signal was not very stable, 1min walk to Mid Vally Megamall, nothing to complain for this price, will stay again but maybe upgrade to bigger room.",4,Cititel Mid Valley
Kuala Lumpur,Good budget stay with lousy breakfast,maqius,,2016/10/08 22:17:55,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-05-16,Malaysia,"This hotel is relatively cheap consider that it's located at Mid Valley. It's only one KMT stop away from KL Sentral station, so coming and going from KLIA is relatively easy. Total fare is RM 72 both way. It's directly connected to Mid Valley mega shopping complex with good selection of shops. Service is not too bad, as the service staff always have a smile on their face. Only issue with this hotel is their food, it's not that great. As I arrive quite late in the evening so I've ordered room service, Nasi Lemak. The chicken is under cooked, with the meat near the bone raw. The rice is warm and not hot. Breakfast in the hotel is not good either. If ever stay in this hotel, please book it without breakfast as Mid Valley mall has wide selections of food.",4,Cititel Mid Valley
Kuala Lumpur,"Excellent service, good location and value for money",Bourneman1971,"Hong Kong, China",2016/10/08 22:17:55,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-05-15,Malaysia,"Stayed for 3 nights at the Cititel as had stayed a couple of times at the sister hotel, The Boulevard. Cititel is supposed to be 3 star, with Boulevard 4 star and The Gardens (also at Mid Valley) 5 star. Check in was seamless. The room itself, smallish but fine for 2 people with a queen bed. It has a 27inch LCD TV with a good selection of channels. Bathroom adequate and on 20th floor so nice and quiet. We paid 200myr ++ excluding breakfast. What stood out was the service, whether front desk or whenever we called for something. I asked for a ironing board and steam iron, within a minute it arrived with a normal iron but quality spray so could iron clothes properly. I remember an Indian girl on the desk called Kalai?? Who was particularly helpful. Basically if you want to stay at Mid Valley and don't need a gym or swimming pool, I would definitely recommend Cititel.",4,Cititel Mid Valley
Kuala Lumpur,Very Spacious Room,Rudi M,"Bangkok, Thailand",2016/10/08 22:17:55,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-05-14,Malaysia,"Very good value for your money if you have business in this part of KL. Cititel offers very spacious guest- and bathrooms and all you need for the short pit-stop. Add to this the convenience of the supra mall just directly beneath your pillow and you are a happy trooper. With 646 rooms, it is a big operation but the reception and guest services still manages to be personal and friendly.",4,Cititel Mid Valley
Kuala Lumpur,Nice reception area - terrible room,Sally-de-Bain,Aussie in Europe,2016/10/08 22:17:57,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-05-08,Malaysia,"A beautiful reception area but staff very slow at checking in and forms were thrust at me with no explanation. I had to ask what the forms were. The room had many faults. Firstly it smelt strongly like old wet dogs. When I contacted the front desk about the smell they said they would send housekeeping to look at it. They never came. The bathroom was especially grotty - black mould on the tiles, chipped tiles, dirty floor, thread-bare towels, very poor drainage with water puddling round your ankles which did not drain away even after more than an hour. In the bedroom there was nowhere at all to put your suitcase except to balance it on a small safe.This is a self-styled 3 star hotel. Nearby hotels e.g. the Boulevard are much better and not much dearer.",1,Cititel Mid Valley
Kuala Lumpur,Great location for the Shopaholic!,BorneoKid,"Kuching, Malaysia",2016/10/08 22:17:57,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-05-07,Malaysia,"I stayed in this hotel twice last month for business meetings. Here are my thoughts on fastest way to get to the hotel and the hotel as a whole: Transport to Hotel from KLIA and vice versa:1) if you are flying into KLIA, the best way to get to the hotel is by taking the KTM Express Railway, a 28 mins ride up to Sentral Station for rm35. Then from there, take the budget taxi for rm12 ( buy a taxi coupon from the counter there) to get to the hotel. If you arrive in the evenings, no taxi wants to move during the after work hour. ( heavy traffic jam) You will see many taxis queuing there in line but not moving and many people lining up queuing for taxis. Just ask any of the immobile taxis if they want to go to the hotel, some may ask for rm20 , so you top up another rm8 . It is better than standing there waiting for taxis and wasting time. 2) Just book with the hotel concierge for your taxi back to KLIA, it is only rm80 per journey. This is the normal taxi. If you choose the blue colour Limo taxi, it will cost more. 3) Reasons why I choose Cititel Midvalley:a) Location Location Locations of course. It is cheaper than Boulevard/ Garden Hotel. This hotel has no swimming pool though but you can shop till you drop. b) You need not take any taxis to go shopping as all the shops are right at the doorstep. I for one hate to be fleeced by the taxi driver who would ask for flat rate from one short destination to another instead of using the metre rate. c) Check in/out service were fastd) The room has fan and suitable for those who cant stand too much air condition. e) Breakfasts spread was a mix of great variety but if you want to save some money, there are many food outlets a few minutes walk outside the hotel that serve equally good breakfasts at lower price. f) The cleaner left ""Love"" notes for me after each stay for that personal touch. It made me wonder how they have time to write these ""feel good"" notes for every guests. I wont be surprised if the hotel gets school kids to write them but i appreciate these notes and it would be even better if it comes with a small piece of chocolate with these notes. :) My only complaints about the hotel:a) The lif is not bright enough. It would be better if it is brighter and also for SAFETY REASON. b) The toilets too are rather dim. They could use a brighter light bulb. It was difficult for me to put on my makeup as the lighting was not bright enough. Above are my 5 cents thoughts on Cititel Midvalley. Great location for the shopaholic.",4,Cititel Mid Valley
Kuala Lumpur,A good and convenient place,KenChuah,"Penang, Pulau Pinang, Malaysia",2016/10/08 22:17:57,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-05-06,Malaysia,"Stayed at Cititel for 2 days for work purpose and overall, this is a nice hotel.. although the room are quite small compared to other hotels I have stayed with the same price, the location is really convenient and good enough for me as the Midvalley megamall is just next door and I can easily walk there to enjoy a good cup of coffee after a long day travelling. The breakfast is quite nice with a lot of varieties such as nasi lemak, fried noodles, sausages, baked beans, wedges, varieties of bread, porridge, fruits, yogurt, etc. The only downside was that me and my colleagues were not inform that we had to insert the parking ticket at the autopay machine again after validating the ticket at the hotel lobby during check out. At least, the staff at the front office could have given us a simple reminder to insert the ticket again at the autopay instead of letting us park our car awkwardly near the exit gate and had to run to the nearest autopay machine to validate the ticket.. other than that minor problem, this hotel is a good place to stay and convenient indeed.",4,Cititel Mid Valley
Kuala Lumpur,Great for a shopping stopover,Tony T,Melbourne,2016/10/08 22:17:57,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-05-06,Malaysia,"We always stay here to chill out at Mid Valley whenever we have a 1 day or night stopover in Kuala Lumpur. We would normally fly into KL airport LCCT and take a shuttle bus (takes about an hour and costs RM9) to the KL Sentrel train terminal. We would then take a train (KTM Kommuter line) to the Mid Valley Mega Shopping Mall (1 station away costing only RM1).PROS:- Easy Access - easy and cheap to get to and from the airport by shuttle bus and train- Hotel is great value for a short stay - Good friendly service- Quiet room, good air conditioning- Great location - part of the shopping mall - immediate access to shopping, dining, massage, banking, cinema and entertainmentCons:- Our standard room was quite small (ok for a short stay)- No gym and swimming pool",4,Cititel Mid Valley
Kuala Lumpur,Average price with excellence service,Lim T,,2016/10/08 22:17:57,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-05-04,Malaysia,"An average price compare to hotel nearby.It is located at supreme area whereby there is mega shopping mall -Mid Valley and The Garden. Variety of cuisines, food, brands, goods and etc available from lower range to international higher brand.I'm very impress with their hotel staff efficiency and hospitality. It is even better than some five star hotel service. The waiter in restaurant respond fast to clear the plate I just finished and let me enjoy the breakfast comfortable.Despite it provide simple breakfast, but is ample choice of food with taste local famous cuisine. The room eventhough is old but it is clean and well maintained. Despite no bathtube, but I like it shower very much cause water flow is very big.",5,Cititel Mid Valley
Kuala Lumpur,Convenient hotel,eeleng911,"Johor Bahru, Malaysia",2016/10/08 22:17:58,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-05-03,Malaysia,"Just step out from this hotel after 2 nights stay. After 6 month we check in this hotel again. Lift lobby renovated, lobby renovated, the whole lobby look new and stylish. Front desk work very prompt, take me 3 min to check in. Room still the same, small and cosy. Breakfast are superb, menu finally change, various, delicious. Staff friendly, request extra pillow, back to the room already there. Staff greeting to us in and out. Location superb, beside shopping centre, shop till you drop!",4,Cititel Mid Valley
Kuala Lumpur,Average,Hadoyama,"Kuala Lumpur, Malaysia",2016/10/08 22:17:58,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-04-26,Malaysia,"Good location. It is connected to Mid Valley. They have a parking lot specially reserved for the hotel guest.I find that the rooms are rather average, of which for the amount I've paid for the room, I'm expecting a better bed and room.The toilet and shower is spacious.",3,Cititel Mid Valley
Kuala Lumpur,Functional,Wen Jun L,"Singapore, Singapore",2016/10/08 22:17:58,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-04-19,Malaysia,"The hotel is on top of a mall so that's the purpose the hotel was built.Room was small though, but bigger than the one I went in London.So it is alright. And price is alright.It is good, albeit not exceptional.At that kind of price, it wasn't built to be exceptional.",4,Cititel Mid Valley
Kuala Lumpur,Functional and pleasant hotel in a good location,donandkeo,"Vientiane, Laos",2016/10/08 22:17:58,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-04-12,Malaysia,"A pleasant hotel in a good location adjacent to a very large shopping mall. The lobby was rather hot and the staff, though cheerful, not very efficient. The room was of average size and clean but not exceptional. The bathroom was small and functional.Breakfast was satisfactory but not great.Overall, a reasonable experience in a convenient location.",4,Cititel Mid Valley
Kuala Lumpur,Good service & Nice hotel,Alice L,"Miri, Malaysia",2016/10/08 22:17:58,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-04-11,Malaysia,I really enjoyed here as I could go shopping & the staff was very helpful. The room was very clean & I like the view of skyscrapers in KL from my room. Will come back and stay here for my next trip! Thumbs up!,5,Cititel Mid Valley
Kuala Lumpur,"Nice hotel , excellent hotel",travelchampion062,Gurgaon,2016/10/08 22:17:59,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-04-10,Malaysia,Cititel Midvalley is connected to Midvalley Mall . Hotel has more than 600 rooms and delux rooms are good in size . Floor lobby is average. Rooms are comfortable and interior is good . Breakfast is OK but better at Boulevard . Food was average. I tried Aloo Gobhi with Rice but taste was average . Hotel does not have Gym and swimming pool . This hotel is good but I will still prefer Boulevard. This is more cost effective than Boulevard .,4,Cititel Mid Valley
Kuala Lumpur,Central is as Central does!,SueJennings,"Wells, United Kingdom",2016/10/08 22:17:59,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-04-06,Malaysia,"Having had such an excellent experience at Cititel Penang, I had very high expectations. However I was disappointed. It's best attribute is the location and you can get elsewhere. However the rooms are cramped and the decor boring. The dining room I also found very cramped and choices limited. One waiter, Stephen, in particular I found very helpful and he steered me through the wheat/flour dominated menu. Individual staff very helpful, but general frenetic atmosphere on arrival, and a feeling of being invisible.",3,Cititel Mid Valley
Kuala Lumpur,Sealed the deal,RobertWCC,"Kuala Lumpur, Malaysia",2016/10/08 22:17:59,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-04-02,Malaysia,"I visited this place again in December as a client was staying a few nights there. Good location, as it is connected to Mid Valley Megamall. However, the jam is terrible at peak hours due to the area being a hot spot for locals and tourists alike. Fortunately there is a KTM Komuter Station connected via a walkway to Mid Valley Megamall (my client was a foreigner and really enjoyed getting on the komuter, visiting various places and making pitstops to snack there). The staff are also quite professional in their mannerism, and I have to say that this hotel is a perfect place to meet for business dealings.",5,Cititel Mid Valley
Kuala Lumpur,Good central location,eramakri,"Hartford, CT",2016/10/08 22:17:59,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-03-29,Malaysia,"We spent 5 nights here, while we were visiting family in KL. The location was very convenient, as it is right in the mid valley mall. So, all of the shops, restaurants and entertainment are right there. There is a substantial breakfast buffet. We had a deluxe room, which was very spacious and clean. The hot water was very hot and plentiful. View from 26 floor was breathtaking, but it made me a little nervous to be up so high and to have smoking floors located below. The hotel should abolish smoking. It was a little hard to get a cab from outside the hotel to go to where we wanted to go, had to go to south court to get a cab. Overall experience was good. Hotel is not cheap, but it is a convenient option. Would stay here again.",4,Cititel Mid Valley
Kuala Lumpur,Me and My Family,Amin S,"Miri, Sarawak, Malaysia",2016/10/08 22:17:59,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-03-29,Malaysia,We had a nice stay at Cititel Midvalley. The hotel is within the Midvalley shoppingmall so it is very convinient for us. The room was nice and clean. The front desk was excellence. The food at the restaurant was okay. We normally use KTM Komuter which is one stop to KL Sentral to go anywhere in KL.,4,Cititel Mid Valley
Kuala Lumpur,pay the price get what you want.,Meganpq,"Kuantan, Malaysia",2016/10/08 22:18:00,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-03-26,Malaysia,"If i am going to kl, this is one of my favourite hotel if i stay nearby PJ area, center of kl. If you need 5 star hotel go for The gardens hotel.Always request for non smoking floor, and nearby elevator.online booking through website cititel is cheaper than other website. Do not expert 5 stars hotel. Just clean tiny room and convenient for shopping .The front desks service crew is slow motion.But their bell boy service is excellent. The cab service additional charge RM2.",4,Cititel Mid Valley
Kuala Lumpur,Your clothes stink of ciggie smell after checking in,Diving-Addiction00,"Singapore, Singapore",2016/10/08 22:18:00,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-03-14,Malaysia,"The hotel needs to review it's policy of allowing smoking in it's lounge because the entire lobby stinks of ciggie smell once you walk into the lobby..it's pretty disgusting. Thus far, this is the only hotel I have stayed at that allows this to continue without taking into account 2nd hand smoke dangers. Why can't they isolate the lounge or improve ventilation?Old problem never resolved. If people want to smoke, surely they can or should go outside.",3,Cititel Mid Valley
Kuala Lumpur,Only if you intend to spend all your time in Mid Valley,Simply1005,Singapore,2016/10/08 22:18:00,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-02-24,Malaysia,"My sisters recommended the hotel to me because they love the location and the breakfast.Location is great if you are going KL for a short break and do not intend to leave Mid Valley. The Mid Valley Megamall is literally at the door step. However, the traffic in and out of the hotel was horrible. We were caught in a jam to the hotel on Saturday afternoon. In addition, we felt like we're going around in circles when we reached Mid Valley because of the road layout which gave me a headache. When we wanted to leave the hotel in the late afternoon, we had to wait a while for the staff helped us to get a taxi who is willing to go by meter. When our relatives sent us back late at night, we were caught in the jam created by shoppers who just finished their shopping. There were few taxis and even fewer who were willing to go by meter (may be because of the weekend jam). We were advised to pre-book our taxi for the airport for the same reason. Service on the other hand was good. The staff who checked us in and out were fast and efficient. The housekeeping staff brought the replacement kettle relatively fast when we called to report that it was faulty. The staff who helped us arrange taxis was also helpful and friendly. The staff in the cafe were attentive and will take away the used plates promptly. The thing I like about the room:1) Good view. Can see KL Tower and Twin Tower. Think room numbers ending after 25 will have the same view.2) Room has kettle, hair dryer, slippers and safe. Safe is big enough to store laptop.3) Room has both air-con and ceiling fan. We turned on the fan instead of the air-con as the air-con was very noisy.Things I dislike about the room are mainly related to the bathroom:1) Only 1 double hook behind the bathroom door. No enough place to hang clothes.2) No shelf to put toiletries in the enclosed shower area in the bathroom. No place to hang shower ball either.3) The bathroom mirror is far because of the design of the sink.The lifts are fast (big and always come empty) but the signalling sound is not loud enough, especially when in the main lobby. We frequently missed the lift because we weren't aware that the lift had arrived.WIFI can only connect one device but connection was strong (in the room and in the breakfast area).Breakfast is good with wide selection. Lots of staple (cereals, noodles, white and coconut rice, congee, pancakes, breads, rice noodle rolls, etc). Also had few vegetables, fruits and meat. Like the flask of hot milk at the coffee/tea corner. There's an egg counter which supplies omelette and fried eggs continuously. Omelette was okay but the fried eggs were rubbery.",3,Cititel Mid Valley
Kuala Lumpur,Near central/shopping center,dollypl,"Singapore, Singapore",2016/10/08 22:18:00,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-02-19,Malaysia,"Stayed here on a business trip, the location is an advantage as it is just next to the shopping center & restos.as for the rooms - the hallway & room is a bit cram so you may hear the noises outside your door.",3,Cititel Mid Valley
Kuala Lumpur,Good hotel with Reasonable Price,stellatan86,"Singapore, Singapore",2016/10/08 22:18:00,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-02-18,Malaysia,"We have stay in Cititel Mid Valley Hotel during the CNY, the room we stayed was deluxe room, the room is big and comfortable, bathroom is big as well. but My sister who stayed in superior room was a bit dissapointed as the room very cozy, the bathroom not so clean.The room don't have the door bell, if you going to next door to look for your friends or family, you have to knock the door or call them, it is not convenience. I think hotel should consider to instal the door bell.Good location, Mid Valley Shopping mall just next to the hotel, very convenience for you to go shopping and eating. Receptionist are friendly and helfpul.I will stay this hotel again and recommend to my friends.",4,Cititel Mid Valley
Kuala Lumpur,Front desk service need to be improved,tripklkl,"Johor Bahru, Malaysia",2016/10/08 22:18:01,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-02-17,Malaysia,"The room is old and need upgrade. firstly, I hope that the hotel staff would try to feel happy with their job as the staff served me in a serious face without smiling and that made me so not welcoming.The toilet flushing system is not working and i request front desk staff to change another room for me but he ask me to wait and ask someone to repair. I wonder why i should wait for the repair as the everything in the room should be ready for use before i go in. Eventhough there is something malfunctioning, maybe should the hotel try to change another room for me at first instead of asking me to spend my time for the repair? Anyway, he did changed another room for me after i insisted on it and his superior just told him to change. However, I will still prefer the hotel location and hope it can better.",3,Cititel Mid Valley
Kuala Lumpur,Located on the top of the shopping center!,Mouriska,"Macao, Portugal",2016/10/08 22:18:01,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-02-13,Malaysia,"The hotel is too old, really need to do the renovation, the room and the bathroom is too small, the room doors always have the key lock problem! But the hotel has an advantage, is located on top of one bigger shopping center!",4,Cititel Mid Valley
Kuala Lumpur,Pleasant stay,idasuki09,,2016/10/08 22:18:01,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-02-10,Malaysia,"Had recently stayed in this hotel last week in a superior room. Like any other review,the room was a bit small compared to other hotel rooms you can get at the same price but waa still cozy. The toilet was a bit small and you really can't move around in the shower without",4,Cititel Mid Valley
Kuala Lumpur,Good stay for shopping..,Vicky G,,2016/10/08 22:18:01,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-02-06,Malaysia,"For the first time stay at this hotel during CNY. The room a bit small. Limited space for a luggage. Smell a bit old and the light in the room so dim even the lift button also dim, can't see it if you already press the button or not. Got limited plug in the room. Car park for hotel residence also limited and small. The food was ok, not bad. I like the complimentary CNY bucket, inside got mandarin orange and angpow. Love the lion dance.. Good location to go shopping, watch late night movie at GSC and got a lot of restaurants. Overall this hotel just ok but not planning to stay here again.",3,Cititel Mid Valley
Kuala Lumpur,Good hotel,RobertoNunes,Salvador,2016/10/08 22:18:01,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-02-06,Malaysia,"The Hotel Cititel Mid Valley is a good and convenient place. It is integrated with shopping malls ( Megamall and The Gardens) and other hotels. It is easy to deslocate to many parts of KL.It has good and confortable rooms and a good restaraunt, with many types of food.",4,Cititel Mid Valley
Kuala Lumpur,"Good Price, Good Service, Good Location",leeyre,"Singapore, Singapore",2016/10/08 22:18:03,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-01-22,Malaysia,"Stayed there from 24th May to 26th May 2013. The location is good. It is just beside Mid Valley KTM Station. Easy access from KL Sentral to the hotel. Check in was fast. Room is spacious with good city view. The buffet breakfast is wonderful. Nice food and plenty of variety. It is also very near to the Mid Valley City (Shopping Mall). Just situated beside the hotel. From the hotel lobby, just walked past the glass door and you are in the shopping mall.",4,Cititel Mid Valley
Kuala Lumpur,Great Location Great View,ShantiPremi,"Mumbai (Bombay), India",2016/10/08 22:18:03,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-01-13,Malaysia,"Went to KL in March 2013 and stayed here for about 5 days.Pros:1. Well english speaking front desk staff.2. Average size room, nice and clean bed3. Location great - Central location in city everything is very close by. Two grand malls with lot of restaurants just at the door step. Also if you like to travel by public transportation, railway station is just in front as well many bus stops at the opposite side of the hotel4. Great city view from room window.Cons: If you go on street backside of the hotel you may find repulsive smell because of garbage dump.Overall had a wonderful stay. If going to visit KL once again definitely going to choose this hotel again.",5,Cititel Mid Valley
Kuala Lumpur,Courteous staff,JuneSydneyAustralia,Sydney Australia,2016/10/08 22:18:03,59200,Cititel Mid Valley Lingkaran Syed Putra,2014-01-04,Malaysia,"We have always stayed in Cititel whenever we are in Kuala Lumpur. The check in was fast and staff were polite. The deluxe room we were in was big and clean. The location is great as the Megamall is just next door, which saves us plenty of time shopping without having to go out into the heat and traffic. When we told the reception that we had to check out before the breakfast was opened, they offered to pack our breakfast for us without us having to ask for it. The next morning at 5.30am at check out time, our packed breakfast was ready for us. That is service.",4,Cititel Mid Valley
Kuala Lumpur,A pleasant stay,Rern86,"Kuala Lumpur, Malaysia",2016/10/08 22:18:03,59200,Cititel Mid Valley Lingkaran Syed Putra,2013-12-30,Malaysia,"Stayed here for one night with my fiancee. Have to say that we pretty much enjoyed our overnight stay here. I have stayed in Cititel Penang before, and i wasn't really fond of that place, so more or less I was expecting the same thing here too. But to my surprise, it's way better than what I thought, a very clean room, great city view, a very nice shower room, fast room service, just take a lift to the mall and of course the helpful staffs of the hotel. Though it was just one night, it was indeed a pleasant stay for us.Will be definitely our recommendation for a pleasant stay in KL.",4,Cititel Mid Valley
Kuala Lumpur,3 stars Hotel at Mid Valley,Samantha S,"Singapore, Singapore",2016/10/08 22:18:03,59200,Cititel Mid Valley Lingkaran Syed Putra,2013-12-28,Malaysia,"I went over KL over the weekend to attend a friend wedding. This time I chose to booked Cititel Hotel as it was the cheapest hotel among Mid Valley. This is a 3 starts hotel thus I don't expect much of it. I stayed in a Superior Room, the room looks a bit old but it was clean and tidy and not as small as I expected. They also provide all the necessary toiletries and hair dryer. This hotel location is good, next to the train station (KTM) and Mid Valley Mega Mall. The hotel serve International breakfast, the food taste were average but there quite a good spread. Not recommended for choosy eater.",3,Cititel Mid Valley
Kuala Lumpur,MIDVALLEY's Location,fahadahsan,KNP,2016/10/08 22:18:04,59200,Cititel Mid Valley Lingkaran Syed Putra,2013-12-26,Malaysia,"ALL about this Hotel is Midvalley Mall, it is good for short 1 days stop, Midvalley will serve you good enough for Shopping and eating and even Cinema, connected to Local Tram, which can take you everywhere in KL..., ALL IN ALL,,A HOTEL WITH A LOCATION for a QUICK STOPOVER....",3,Cititel Mid Valley
Kuala Lumpur,Business Trip to Kuala Lumpur,FrequentTraveller810,"Toronto, Canada",2016/10/08 22:18:04,59200,Cititel Mid Valley Lingkaran Syed Putra,2013-12-19,Malaysia,"The TV programmes provided by the hotel is low budget and are repeated every other day in the room. After awhile and over the weekends, you just don't want to stay in the room.The breakfast served at the Hotel's Citi Cafe is poor quality and of the same food seven days a week. There are times when the food is dry or the container is over heated because it is 3/4 empty with the fire burning away. There are times, you can also see flies flying around the food area.During my husband's recent visits and on many occasions, specially weekends, the kitchen failed to replenished the basic breakfast on the table, drinking water, milk, fruits or the tea spoons and cups for tea on the floor for their guest. Guest had to wait about 10 mins or more and never got the service. The kitchen staff beside walking in and out of the kitchen with empty hands, were not helpful and the food & beverage manager is never to be seen around for help. It's really frustrating to start your day when the hotel promises a good breakfast for their guest and does not deliver. In order to improve their services to their guest, the Management for Cititel Mid Valley Hotel should pay more attention to providing better service and take the comments of their guest seriously.",1,Cititel Mid Valley
Kuala Lumpur,Excellent Location,BillyS3,"Kota Kinabalu, Malaysia",2016/10/08 22:18:04,59200,Cititel Mid Valley Lingkaran Syed Putra,2013-12-19,Malaysia,"The hotel is located within Mid-Valley Mall. Mid-Valley is a shopping paradise and with good food outlets too. The hotel rooms are reasonable in size, clean and well maintained. However the occupancy is high thus you need to plan months ahead to do your booking.",3,Cititel Mid Valley
Kuala Lumpur,One of the shabbiest hotel of its class,jamuna,kuala lumpur,2016/10/08 22:18:04,59200,Cititel Mid Valley Lingkaran Syed Putra,2013-12-18,Malaysia,"I am someone who is not so cruel when it comes to reviews but I hated this hotel!Regretted booking a room here and should have just paid more for the other one.But at 300+++, this is definitely not worth it at all. I stayed at double tree hilton just 2 weeks back at 60 bucks more and that was like 100x better.Even if I took a bigger room, I doubt it would been any better. In detailed explanation:First impression upon arrival- OMG what type of hotel is thisLobby- smelly, crowded, shabby and I dont know if you can call it a lobby after all. The pathway between the mall and the hotel was screwed up that one might trip while walking.Check in counters: Not organized, crowded all the time because there is so little space and few staffs. I booked a non smoking room but was told it would only be ready way past check in time. I was like why on earth would you state check in is at 2 if your rooms are not even ready by then???? Had to settle for a smoking room which was awful.Lifts: DodgyRoom: Matchbox size and for 300+++ with no b/fast, it was 0% worthy of its price. Bed: small!!!!! Only 2 pillows and not so clean sheets. However they willingly gave us 2 more pillows when we called room service.Bathroom: Small but no so bad. But the toiletries were crap. They ran out of shower gel???? Thank god we had our own ones so didnt bother calling up room serviceLocation: the only thing worthwhile it that its attached to midvalley mall and gardens. So for this, I would rate locayion a 5 star. For tourist, its not really a touristy area but for those who intend to shop around in midvalley or gardens, then yes.Food: Never tried and did not intend to.Pool: Not sure it there is one but did not bother checking it out.All in all, would not recommend it to anyone with slightly high expectations and would not come back.And only got to know after my stay that this hotel is actually well known for other activities that I cant write here.",2,Cititel Mid Valley
Kuala Lumpur,Business Trip,June370,"Port Macquarie, Australia",2016/10/08 22:18:04,59200,Cititel Mid Valley Lingkaran Syed Putra,2013-12-17,Malaysia,This is our first time to Malaysia and we find this hotel in an excellent position being right next to Mid Valley Mall. The Mall is huge with ample selection of delicious food. The prices are very cheap and plenty of sales at the moment. The hotel staff are very friendly and the breakfast is good despite being very different to what we are used to in Australia. The only problem is the rooms are very small but make up for it with convenience and location. Will definetly come back again.,4,Cititel Mid Valley
Kuala Lumpur,Smoking room is awful!!,Nikhil_Advani,"Washington DC, District of Columbia",2016/10/08 22:18:05,59200,Cititel Mid Valley Lingkaran Syed Putra,2013-12-14,Malaysia,"I'm currently staying in the hotel. The location isn't bad, rooms are nice, breakfast is ok. BUT, on check in I asked for a non smoking room. The receptionist said they don't have non smoking rooms in the hotel (he made it sound like they don't have them at all, but I think they do). The smell of smoke is just awful, and the windows don't open. I'm booked to stay here again in a week, and if I'm not guaranteed a non smoking room, I'm staying elsewhere.",2,Cititel Mid Valley
