postcode,reviewer,post_date,review_comments,name,reviewer_origin,country,review_title,city,scrapday,score,streetaddr
59200,Ummu_Mardhiyah,2013-12-01,"This is my first time staying in this hotel with my husband and my baby. I stayed here during the maternity and child expo in Midvalley. Since there is a direct access from the hotel and Midvalley, it is very convenient. We stayed in a superior room. The room is very cosy with pleasant interior design. Since I'm travelling with a baby, the environment in the room really suits my baby's mood. The bed is very comfortable. The bathroom is clean and nice. The staffs are very helpful. For the car parking, you are advice to use the valet service. Hard to find parking if you are not familiar with the place. The charge for valet service is RM15 per day only. Overall our stay there was very nice. Will definitely come and stay here again.",The Boulevard-St Giles Premier Hotel,"Ipoh, Malaysia",Malaysia,Excellent stay!,Kuala Lumpur,2016/10/08 22:16:31,4,Mid Valley Expressway
59200,Susan P,2013-11-28,This hotel nicely nestled between two malls where everything is available. It is also next to the public transport where one could be in the center of KL in a short time. the hotel was comfortable but the restaurant not my personal favorite. Staff helpful and the concierge team very good. I came to feel quite at home home here during my 10 day stay.,The Boulevard-St Giles Premier Hotel,Vitznau,Malaysia,"location , location, location",Kuala Lumpur,2016/10/08 22:16:31,4,Mid Valley Expressway
59200,Sheiladlp,2013-11-21,"The location was very accessible. I liked that public transportation was available and that the hotel was connected to the malls. I liked the room size, its big windows and and the wifi. I wished I had time to use the pool and the gym.",The Boulevard-St Giles Premier Hotel,"Pasig, Philippines",Malaysia,Accessible.,Kuala Lumpur,2016/10/08 22:16:33,4,Mid Valley Expressway
59200,Mleong13,2013-11-12,"Location is great - public transport readily available: taxis, buses, commuter train. Rooms were good and clean. I liked that there was an iron and ironing board provided in the closet! Came in handy and didn't need to bother calling housekeeping to send it to my room (which usually takes ages). Check in and check out was very fast - very smooth.On the flip side, the service was lacking from the moment I checked in. Polite enough staff but nothing memorable about their service. Lacked warmth and hospitality. Free wi-fi a plus but unstable connection.",The Boulevard-St Giles Premier Hotel,"Kota Kinabalu, Malaysia",Malaysia,"Decent hotel,mediocre service",Kuala Lumpur,2016/10/08 22:16:33,3,Mid Valley Expressway
59200,MushPanjwani,2013-11-09,"Great location if working around mid valley; connected to two big malls with super food courts!Executive lounge has fantastic service, food, meeting facilities and views of KL. Free wifi on two devices everywhere in the hotel is wonderful! Most staff seem to be happy and helpful. We didn't like the way concierge staff tries to discourage guests from taking regular taxis to airport, and insists on hotel taxis for twice the price. Surely going back!",The Boulevard-St Giles Premier Hotel,"Hong Kong, China",Malaysia,My favorite in KL because...,Kuala Lumpur,2016/10/08 22:16:33,4,Mid Valley Expressway
59200,Adi H,2013-11-09,"I stayed here twice, two nights each time, on business, in October and November.Overall I like this place a lot.The good: Good size, well maintained room, with all necessary amenities in it. Nice bathroom too.Friendly staff. In-spite of the strict letter about checkout times and extra payment if you are late to check out that I found in my room; the girl at the lobby told me to not worry, and that it was OK if I was a little bit late, since I needed to finish a few things in town before coming back to check out. And this is not the only example.Nice gym.Very good breakfast, with nice local and western selection.Taxi station right as you walk out from the lobby.One of the largest malls in Asia, with all of the dining and shopping you can think about, right as you walk out the elevator at the lobby level. Including a large supermarket where you can stock you room fridge with what you need at street price rather than hotel price.Room safe bolted down.Very affordable rate.So so:You will get some street noise even at 20th floor. Windows seem to be made of single pane with no noise insulation. It can be so-so or bad, depending on your sensitivity. I was kind of OK with that, maybe because I like everything else. I am not sure if there is a better side with less noise due to the central location of the hotel. Maybe others commented on that.Pool is out door (which is fine) but shallow. I did not use it because of that, and mostly saw kids playing in it. (Which is important too...)All in all very good. Which is why I cam back...",The Boulevard-St Giles Premier Hotel,"Portland, Oregon",Malaysia,Very good,Kuala Lumpur,2016/10/08 22:16:33,4,Mid Valley Expressway
59200,angie j,2013-11-07,"I'm here now. It's slightly on the pricey side but worth every penny. Location: Excellent! Near the komuter train station - less than 10 mins walk. Neighbors with Midvalley Megamall and Gardens Mall- excellent shopping haven!Service: Fast check-in. No fuss. All-smiley reception. Polite & courteous staff. Clean, smart - looking lobby and general ambience. Room: Not very big but comfy enough with loads of pillows. Very clean and well-maintained. Excellent hot shower and water pressure. I love the complimentary toiletries! Great wifi service in the room! One of the rare hotels where the airconditioning controller could actually function perfectly. Highly recommend this hotel!",The Boulevard-St Giles Premier Hotel,"Kuching, Malaysia",Malaysia,Perfect in every way!,Kuala Lumpur,2016/10/08 22:16:33,5,Mid Valley Expressway
59200,Gerald R,2013-11-07,"Really enjoyed my stay here. Was close enough to where I had to work and got a chance to see some of the sights in the city like the Petronas Towers. Wonderful view from the 27th floor which I guess what really the 24th since the elevator was missing the 7th, 13th and 14th floors! Not sure why!",The Boulevard-St Giles Premier Hotel,SAUK RAPIDS,Malaysia,Very nice hotel in the Mid Valley,Kuala Lumpur,2016/10/08 22:16:34,5,Mid Valley Expressway
59200,Sher L,2013-11-06,"This hotel is perfect for a weekend, shop till you drop getaway!! We stayed here from the 1st to 3rd November and we had a great time shopping. The rooms are perfectly appointed and well maintained. The staff are friendly.",The Boulevard-St Giles Premier Hotel,"Johor Bahru District, Malaysia",Malaysia,Awesome location!,Kuala Lumpur,2016/10/08 22:16:34,4,Mid Valley Expressway
59200,travelerMelbourne,2013-11-05,"This is a dated hotel undergoing refurbishment located in a mega-mall (actually two malls one called Midvalley Mall and the other Gardens Mall) away from the downtown. The price is very reasonable.Location:Located in a mega-mall away from downtown area. So, if you're a first time visitor, this may not be the best located hotel for you. However, it's a MYR$12 cab ride from KL Sentral station (town center station for KLIA express train from airport which costs MYR$70 return for one adult) and a few commuter train stops to the downtown area (commuter train station located just outside the mall, level 1 northside). Cabs are cheap and plentiful. There's a cab rank just outside the hotel, but beware some of the cabbies will ask for fix price to a destination rather than using the taximeter, or will add $2 to the fare, just a rip-off. You can say no and get out of the cab. A second cab rank at south end of the mall, or hail one on the street.Security: there's no secure card-only access to the floors, but it's in a mall, so security isn't so bad.Room: Rm2410 was a bit dated. The carpet had a huge iron burn mark on it and was a bit dirty. There were hair on the bathroom floor, but otherwise OK. The bed was very firm, but the bedsheets were clean. Free internet, bottled water and daily newspaper. Small unstocked bar fridge for your convenience. Complimentary fruit too. Air-conditioned. No smells. Non-smoking floors available.Dining options: The buffet breakfast on level 9 would have cost me MYR$19/day at check-in or MYR$42/day later on. Don't bother. You can eat cheaper and better elsewhere in the mall, unless you can't do without cereal. There's plentiful local breakfast cuisine to choose from in the mall, usually open at 8am, ground level northside of mall near hotel; in the basement level of Gardens mall eg Nonya Colours (mee siam delicious!); or level 1 Northside. Give the local food a go! eg mee siam, nasi lemak, kaya toast, local coffee, local kueh etc. For lunch or dinner, there are even more options in the mall, take your pick, there's more on the Garden mall side. There's a supermarket on the basement level too.Shopping:Shop-til-ya-drop. This mall has loads to see. When you're done, take the cab or train downtown to see the sights, shop (Chinatown, Bukit Bintang area, KLCC) and food (Jalan Alor at night with their myriad of stalls).",The Boulevard-St Giles Premier Hotel,"Melbourne, Australia",Malaysia,Shop-til-ya-drop at this hotel located in a mega-mall,Kuala Lumpur,2016/10/08 22:16:34,3,Mid Valley Expressway
59200,LowHarry,2013-11-01,"This hotel is conveniently located in the Mid-Valley mega Mall, so itis extremely convenient for shopping & dining..you need not travel bravetraffic jams,this way you spend more quality time in Kuala Lumpur.There is a taxi rank just outside the hotel. The hotel has also dedicatedlimousine taxisCheck-in was fast and room requests were met. We had to wait for ourrooms as the hotel was full. The rooms were sufficiently large. They were clean.The buffet breakfast spread was wide & good. Their croissants were good. Surprisedto see thosai served too. The hotel has a gym & a spa tooCheckout was fast with no hasslesYou can bypass the main lobby to get to the hotel lift by goingvia the exit just before ""The Little Penang Cafe"" on the groundlevel within the Mall (North Point end)A very conveniently located & quality hotel to come back too",The Boulevard-St Giles Premier Hotel,"Singapore, Singapore",Malaysia,A Very Conveniently Located Hotel,Kuala Lumpur,2016/10/08 22:16:34,4,Mid Valley Expressway
59200,lily8610,2013-10-30,"hai, i was booked a room via telephone call last week, since i don't have any credit card, so i can't booked it online, the story start when i asked if i can check in late at 4pm or 5pm since i got another things to do during that day, and my friend can only come to check in at 4pm since she got another appointment to attend, i just arrived at Kuala Lumpur Saturday afternoon, and i can't go to check in at 3pm, as i called again to let them know that i will come but i will be late, the person that pick up my call tell me this, u can't check in late if u don't make any payment, i will release your room at 3, wow oh wow, as far as i concern, check in will only start at 3, why on earth she said that she will release my booked room at 3?and the most shocking thing is she said go and borrowed someone else credit card, or else i will release your room, seriously, this is how u treat your customer?i wish she will get fired for this, very rude! i am in seriously disappointed by the way she treat me, i been to vistana kuala lumpur, royale bintang damansara, and i booked their room via telephone call, they don't even bother to asked which time that i will come, that damn hotel far way busier that u guys, i know weekend is very damn busy for u guys, i understand that but please advice customer what to do, not telling them to borrowed some else credit card, if i can do that, i will booked online, not via telephone call, what's the used i call to booked but i can't check in? and this is the second time i want to stay at your hotel, not the first time, first time i come, good, very good, second time, worst! i hope u can review back your policy since she said that was in the policy, if u don't make any payment, they will release your room, or guide back that damn stupid officer to read and understand the policy, not stupid randomly saying bad things to customer. thank you.",The Boulevard-St Giles Premier Hotel,"Kuantan, Pahang, Malaysia",Malaysia,front office officer bad manners,Kuala Lumpur,2016/10/08 22:16:34,1,Mid Valley Expressway
59200,AdvC,2013-10-20,"We specifically called up before booking the hotel to check if they screen BPL games for the weekend and they confirmed they did. However after checking in, we realized they do have sports channel such as Star Sports and ESPN but they did not subscribe to the football games. Imagine our disappointment in the long awaited games.Had to rush down to the bars nearby to watch, but it was an affair of breathing in 2nd hand cig smoke for 1.5 hours. Their discovery channel and star movie channel also flicker every 10-15 seconds. It was quite giddy to watch after a while. On our 2nd day we wanted to try the spa, but their spa package prices was handwritten on a piece of A4 paper. We spotted a few men sitting inside the darken ""living room"" area, drinking tea. They were in bathroom robes with their chest exposed. A quick google online showed that the spa wasn't too reputable (i.e. extra services). There was also construction going just outside the hotel, and the hammering started at 8am. Our sleep was badly disrupted and we are on the 22nd floor. All in all, I wouldn't stay there again.",The Boulevard-St Giles Premier Hotel,"Sydney, Australia",Malaysia,"Dodgy Spa, and extremely poor TV reception",Kuala Lumpur,2016/10/08 22:16:35,2,Mid Valley Expressway
59200,Spy1983,2013-10-16,"Stayed at this hotel on a business trip and was a little apprehensive being away from the city center and also as it was not a brand that I recognized. My expectations were therefore managed appropriately and the stay was mostly what I expected.Rooms were of a reasonable size, clean and with the normal amenities that one would expect of a hotel in this price range. The beds were comfortable and got a decent nights sleep.The hotel's location was not my preference, attached to the mid-valley mall was useful for shops, but there was little / no real options for sightseeing, or eating outside of chain restaurants without a cab ride into the city. For those that like / want proximity to shopping / international chain restaurants (inc. Chilis, TGI Fridays, etc) then this is for you; if you are looking for a little more of a cultural experience then maybe not!The biggest disappointment was the food, other than the breakfast buffet. We had a couple of meals in the hotel with our group and each time the service was slow, the food quality poor and the prices did not reflect this experience! I would strongly recommend eating out when staying. That being said, the brekafast buffet was very reasonable (and included in the price of our stay). There was a random (but apparently normal) selection of different foods for breakfast but seemed fresh, was replenished often and tasted ok!Finally watch out for the spa - as a quick online search but one of our party revealed that it was known for offering 'alternate' services - as such we stayed clear!",The Boulevard-St Giles Premier Hotel,"Cleveland, Ohio",Malaysia,Reasonable business hotel,Kuala Lumpur,2016/10/08 22:16:35,3,Mid Valley Expressway
59200,Karlz A,2013-10-07,"I recently stayed at this hotel twice in a months' span. My first visit was relatively pleasant and i found the location which is just adjacent to Midvalley Megamall & The Gardens SUPER convenient.. no hassle of scrambling around for parking, (hotel jockey is RM15 per ENTRY mind you) and even if i don't take up the free breakfast, i am at ease to know that i've got plenty of eateries lined up for me next door which is only an escalator away.. Can't say how much I loved this advantage. I booked everything online and they even accommodated my late check in (9pm!) just fine.. easy check in and smooth check out.. love it.My 2nd trip however wasn't as pleasant, as our very first encounter at the lobby was with one very sulky looking bellboy.. who pouted all the way to the room as he found all my luggages (all 6 of em tho..) a big nuisance. I had half a mind to skip the tip but decided on it anyway.. and only THEN did he give me a smile.. i mean, i wasnt expecting such attitude from the hotel staff. And as we entered our deluxe, we found there was absolutely no refreshments at all.. not even a single bottle of mineral water.. and to top it off, our toilet bidet was completely useless and broken.. So, minus 2 for Boulevard.. they did however, respond to our housekeeping call quite efficiently. They had it all fixed in 15 mins. When asked bout the refreshments.. the receptionist just gave me a raised brow.. no apologies, no explanation given. All they did was placed a single mineral water bottle in the room when we got back, when i clearly stated i was checking in for 3... hmm...But anyhow, i can state that this hotel does supply quite a complete set of amenities and you could probably want for nothing more in terms of basic needs. Toothbrush, shaver, cotton buds, Shower gel, etc.. like i said, all your BASIC needs. I also find the ready iron and ironing board in each room is just wonderful.. WIFI was a bit slow but passable..TV channels were adequate but poor sound system.. well, all in all, acceptable. I would definitely recommend this hotel for those lightweight travellers seeking a nice, clean and simple hotel with great facilities at it's doorstep. But, don't expect much pampering or luxury. i'd definitely be inclined to stay here again for a short workshop or meeting.. seems convenient to have a mall just next door for any last minute before-rushing-off-to-the-airport shopping!",The Boulevard-St Giles Premier Hotel,"Johor Bahru, Johor, Malaysia",Malaysia,Convenient and cosy rooms..but unfriendly staff,Kuala Lumpur,2016/10/08 22:16:35,3,Mid Valley Expressway
59200,gayamax,2013-10-03,"This hotel is well located near a shopping mall and some minutes away to major centers in KL. The service overall was good; the staff members were helpful in assisting us during out 2 day stay. The breakfast room could do some refurbishments. The rooms are nice with adequate facilities. It would have been nice if the wifi was free. In general, we would recommend this hotel for its comfort and location.",The Boulevard-St Giles Premier Hotel,"Jakarta, Indonesia",Malaysia,We had a pleasant stay !,Kuala Lumpur,2016/10/08 22:16:35,4,Mid Valley Expressway
59200,chrisqey,2013-09-25,"Stayed a night at this hotel for a workshop.Room was clean & quiet, though air conditioning was a bit too cold (couldn't adjust it because the thermostat was not working).Wifi was great but limited to only 2 devices logging in at a time.Breakfast was simple without any frills.Conveniently located with the huge mall & lots of eating places just within walking distance.About a 45min taxi ride from KLIA without traffic.Overall a good clean hotel.",The Boulevard-St Giles Premier Hotel,,Malaysia,A clean & simple hotel,Kuala Lumpur,2016/10/08 22:16:35,4,Mid Valley Expressway
59200,lina a,2013-09-25,"It is definitely an awesome stay for shopaholics, hotel is connected to Midvalley Mega Mall and located very near to KTM station where anyone could commute easily to city center or other big shopping malls. Our deluxe king room was very comfortable, clean and spacious. The staff was very friendly and helpful. The breakfast buffet was marvelous for a food lover, so many options to fit every mouth and the caf felt very spacious and exclusive. The pool area was clean. Overall it was a pleasant experience and I wouldn't mind staying here again or recommend it for friends and family.",The Boulevard-St Giles Premier Hotel,"Norrkoping, Sweden",Malaysia,Marvelous stay for every shopaholic,Kuala Lumpur,2016/10/08 22:16:36,5,Mid Valley Expressway
59200,JGP1216,2013-09-25,"I chose this hotel for its proximity to business meetings. The area is a large commercial, upscale shopping mall, business office complex, and the Boulevard is connected to one of the two huge shopping malls. The room was quite nice, comfortable bed, quiet, clean. Absolutely no complaints about the accommodations. Front desk staff were helpful and spoke English. Buffet breakfast is offered on site, and the food was plentiful and average in quality.",The Boulevard-St Giles Premier Hotel,"San Francisco, California",Malaysia,Nice hotel amid two large shopping malls,Kuala Lumpur,2016/10/08 22:16:36,4,Mid Valley Expressway
59200,J-P D,2013-09-22,"This hotel is attached to the Mid Valley mall so you have very easy access to all sorts of stores and restaurants just next to the front door.The room has all the basic elements and overall it is clean.Service wise it is fine, the breakfast buffet is okIf you have do do some business around Mid valley this hotel will service you well as it will save you a lot of time in traffic jams.",The Boulevard-St Giles Premier Hotel,"Chicago, Illinois",Malaysia,"Clean, simple and next to the Mid valley mall",Kuala Lumpur,2016/10/08 22:16:36,4,Mid Valley Expressway
59200,RashidahSingapore,2013-09-15,"I had a surprisingly pleasant stay in this hotel. The hotel was recommended by a friend, and was the first time we were staying there.Check-in was painless. The stay started off on a good note as they upgraded us to a superior executive room from a superior room, as our room was not cleaned yet when we arrived. Special mention goes to front desk staff Umi, for her friendliness and helpfulness.Room amenities were plenty and of a good standard. Bed was a bit too hard for my liking, but not too shabby.In-room dining was fine and the food was yummy, although I wish they had a bit more variety. Same goes for the buffet breakfast.The hotel is linked to a mall by a passageway beside the lift lobby, so shopaholics, rejoice! With the falling ringgit rate, now is definitely the time to shop! :)The hotel is also just beside the KTM Mid-valley station (there's a bridge that links to the station from the Mid-Valley mall), so hop on the train to get to Bukit Bintang or KLCC.Overall, I would recommend this hotel!",The Boulevard-St Giles Premier Hotel,Singapore,Malaysia,A surprise gem!,Kuala Lumpur,2016/10/08 22:16:36,5,Mid Valley Expressway
59200,bungee_cairns,2013-09-14,"Booked for a one-night stay and it was above expectations. The room was large, feels new and modern and the free Wifi worked well. The bed was also comfortable with pillows of various hardness. There was separate bathtub and shower and the hot water for the shower was easily adjusted. There were also many TV channels such as Discovery, Fox Movies and so forth. All in all a great stay. Areas for improvement include the TV pictures that are grainy but this is a problem in all Malaysian hotels including Shangri-La which is ranked number 1 on Tripadvisor. Another issue is the parking. It is not easy to locate the carpark and more difficult to find a carpark lot.",The Boulevard-St Giles Premier Hotel,singapore,Malaysia,Above Expectations,Kuala Lumpur,2016/10/08 22:16:36,4,Mid Valley Expressway
59200,Moos3h,2013-09-06,"I've just returned from a stay here for a few nights and I have to say I was generally very impressed. The service was very good, courteous and efficient from the front of house staff manning the desk and the room service staff were very nice and pretty quick at bringing the food.In general the rooms are good although behind the curtains mine had quite a lot of mould - everywhere else was clean and no sign of previous guests' mess which is good.The bed was VERY comfy and an excellent size - the TV wasn't bad but naturally veers towards what is available for local and chinese stations. I don't object to this, if I wanted to watch the BBC I'd have stayed in England!The room service food (supplied by the attached 'Wild Rice' Restaurant) was a mixed bag. The amount was plentiful and I'd say well priced but the quality varied. I enjoyed a good Mee Mamak but the Nasi Goreng wasn't great. A burger did the job but didn't taste like particularly good quality meat was being used.Breakfast at the Executive Lounge on floor 26 was good - lots of choice and eat as much as you like (at that time in the morning, that wasn't much)Overall, it's well recommended and well located for Mid Valley - I wouldn't say it was the ideal location for the centre of KL as the KTM Kommuter isn't the fastest line but it's only one stop away from KL Sentral and from there your options are limitless!",The Boulevard-St Giles Premier Hotel,"Halifax, United Kingdom",Malaysia,"Good location, service and rooms - not perfect",Kuala Lumpur,2016/10/08 22:16:38,4,Mid Valley Expressway
59200,Lynne L,2013-09-02,"Next to two good malls, good shopping and restaurants. Also in the garden mall had a pedicure and manicure which for 200 rm about 40 pound was probably the best I ve ever had. The care and attention fab. Getting back to the hotel we were booked into a smoking room but when we asked to move to a no smoking room the clerk upgraded us to a large studio which was non smoking. Lovely big room with huge bathroom. Shower was lovely. Bed was really comfortable to. Also the views from the windows including the bathroom were superb. We enjoyed breakfast on the terrace. Service was a bit hit and miss but ok. Food was very good. Wide range of dishes including curries, English food, and Chinese. Pool area did look lovely to but didn't get chance to use it as only on a very short two night stop. Concierge staff were very helpful with suitcases.",The Boulevard-St Giles Premier Hotel,"Ilkley, United Kingdom",Malaysia,Reasonable priced and good location,Kuala Lumpur,2016/10/08 22:16:38,4,Mid Valley Expressway
59200,travelchampion062,2013-08-31,"I stayed in this hotel from 25th August to 28th August . Rooms are good and clean . Breakfast is excellent . Very good GYM . Location is very good , hotel is located in Mid valley mega mall , Check in and checkout was prompt . Indian restaurant spice of India is at walking space . Overall nice place to stay .",The Boulevard-St Giles Premier Hotel,Gurgaon,Malaysia,Excellent location and good service,Kuala Lumpur,2016/10/08 22:16:38,4,Mid Valley Expressway
59200,cindykhoo,2013-08-29,"I hv been staying for few times with my husband, 10/2012, 2/2013, 5/2013, and going to stay again on 9/2013. But I realised that the hotel is not giving any privilege for those customer who has been staying at the same hotel for few times. Besides, I have stayed there twice on a business trip this year with my colleague. once, I was upgrades to executive floor once because I think the superior room is occupied. We are told that we were not supposed to use the executive lounge, and we told off by the lounge staff n I felt very embarrass.",The Boulevard-St Giles Premier Hotel,"Kuala Lumpur, Malaysia",Malaysia,Satisfactory stay,Kuala Lumpur,2016/10/08 22:16:38,4,Mid Valley Expressway
59200,Jason L,2013-08-24,"Good location: near Mid Valley mall and easy access to Komuter or KL CBD by cab.It's suitable for both business and leisure travellers.The breakfast place is spacious and I really like the ambience. It's not as busy as normal business hotels where you'd see many business travellers in suits and ties eating their breakfast before 9am. Here's it's more laid back with more leisure guests.Cleanliness is fine but I did find a small cockroach in the bathroom, apart from that everything's quite spick and span. Hotel service is fine too.It's not a 4-star, but it fulfills my expectation of a 4-star hotel.",The Boulevard-St Giles Premier Hotel,"Miri, Sarawak, Malaysia",Malaysia,A good option for business or leisure,Kuala Lumpur,2016/10/08 22:16:38,4,Mid Valley Expressway
59200,SumwahAngel,2013-08-23,"This is my first trip to KL and also my stay in the hotel, and this hotel is my Malaysian friends suggested.  The hotel is just a minute walk to the mall, Mid Valley, a mega mall that you can shop and dine, there is a big supermarket at the basement which you can get your souvenirs. I didn't take hotel breakfast and went to the mall nearby, you can have Starbucks and others local food in just 2 minutes walk. The room is tidy, clean. They have full wifi coverage in the whole building and in good speed. The service is good and everyone there is very helpful and I'm really appreciated that. Just some minors made the hotel not a perfect one. first the pillows were too hard for me. Second, lots of monstiqos in pool area. If you wanna go to twin tower area, you need to take a cab and take you around 15 minutes. As I've friends drove me so it didn't bother me much. If you wanna get a private and silence stay during KL, the hotel is recommended.",The Boulevard-St Giles Premier Hotel,,Malaysia,"Convenience for shopping and food, tidy and cozy room",Kuala Lumpur,2016/10/08 22:16:39,4,Mid Valley Expressway
59200,selvisur,2013-08-22,"booked two rooms with the hotel, only to be informed upon arrival that only smoking floor rooms were available, so i hesitated, but was the receptionist tried to convince me that the floor was newly renovated so the smell would not be that bad.. not two minutes of considering and i agreed, when again being informed that my rooms have been taken by someone else already. i asked how could that be possible when i was standing right in front of her and was offered those rooms and not even taking long to decide. then i was offered rooms on different floor which i said would be very inconvenient, but the receptionist insist there wasn't any room left so yeah, in the end, my parents and I had to be separated by 3 floors, them in 18th, i was placed in 15th.after that, really didn't expect much in terms of anything, only when i went out to a mall that I realized that I had left my wallet inside my hotel room when I took it out for some tip money for the room cleaning person. I had about 5000rm inside the wallet and was really getting worried the moment I found out. I took a taxi back to the hotel, and really, the wallet was intact, nicely placed on the bedside table. For this, I am truly grateful and impressed by the honesty of the cleaning service. and worst experience was there is a small desk next to reception desk where people could book taxi/limo to go some place or airport. Now, I don't know if it is hotel operated or other company in cooperation with the hotel but this is truly shady behavior. I was approached by the Indian lady from the taxi desk to ask if I need a taxi, so I said yes I do need one for my parents for the day, and another one for me the next day. She said the executive/nicer taxi is 150rm for a trip to the airport, and i said i would think about it. (As there is a taxi line up just outside the hotel and i was told by the shopkeepers in the mall that usually it's around 80rm for a normal taxi to the airport). All of the sudden, the Indian lady again offered that if I don't want the more expensive taxi, she could get me a normal one (type exora, i googled the car type and it is a pretty decent type) for 100rm, and I agreed. Then she came again saying exora is booked out, if my parents would like the executive taxi, there is one driver willing to go for 110rm, and that's done. All nice and good up to this point albeit the back and forth. So i told her that if she could get me a 110rm executive taxi for the next day, then i'll confirm booking as well. She couldn't confirm right away and took my hotel room number and said she would inform me later that night. I got a phone call in my room at 11 pm at night, fairly sleepy and about to sleep and she said she couldn't get me an executive one, but there is one Exora (please google to know what i mean) willing to drive me for 100rm, and i said fine then, ok and deal and she gave me the plate number. Next morning when i was processing check out, the Indian lady was nowhere to be seen, so i simply gave the plate number to the concierge to ask him to locate the taxi. To my utter surprise and horror, which I couldn't believe my eyes and rechecking a few times that the plate number did match, the taxi waiting for me was of a very old sedan model which normally i really steer clear from. It is even worse than the ones standing at the mall taxi stand outside the hotel. I was enraged and feared for my safety, stalling between cancelling the taxi or not. But the taxi driver was kind and very polite and very probably he didn't know that I have been duped by the Indian lady so I didn't have the heart to not board his taxi. i am safely home now, but for a tourist who is not familiar with a new place, a hotel should provide the safest and trustworthy service to give piece of mind to their occupants. Not some unethical service desk inside the hotel, whether run by them or not. NOTE: if you choose this hotel because of the location, and don't mind paying the bit extra, go for The Gardens hotel, it is also connected to the mall and by far more professional. Better rooms and service too.",The Boulevard-St Giles Premier Hotel,"medan, indonesia",Malaysia,"convenient location, bad check in experience, but very honest housekeeper",Kuala Lumpur,2016/10/08 22:16:39,3,Mid Valley Expressway
59200,islandlover39,2013-08-21,"We stayed here on business and were pleasantly surprised at the quality of the room. There was a large modern bathroom with good water pressure. The bed was king size and comfortable and the room had fast wifi for free. We liked having a mini-bar fridge that was empty so we could fill it with things we'd bought from the supermarkets below. The hotel is attached to the Mid-Valley Mall which made it extremely convenient to get to shops, supermarkets and food courts. The breakfast was always very busy and had a range of options, I can't vouch for anything other than toast and cereal - but that was good. The bar was very accommodating when we wished to watch a particular sporting event and they turned the TV on for us. We also ate at the bar/Wild Rice and it was tasty - the satay was particularly good. I would definitely recommend this place if you want to be near Mid-Valley.",The Boulevard-St Giles Premier Hotel,"Hamilton & Waikato Region, New Zealand",Malaysia,Convenient and Nice,Kuala Lumpur,2016/10/08 22:16:39,4,Mid Valley Expressway
59200,Red_Yarn,2013-08-21,"I've read a lot of not-so-favourable reviews for the Boulevard Hotel in Kuala Lumpur but I believe it deserves a better review. I've stayed here twice for business and I find the room to be spacious and nice for its category and price. The mattress is a little firm for my liking but it is not a big negative. It is clean too. On my second night, I got a handwritten note from housekeeping saying, they have boiled some hot water for me in case I wanted to drink some tea or coffee before turning in. I thought it was a nice touch. The breakfast is ok and plenty, definitely more than enough to start your day. Excellent location (attached to Mid-Valley Mall), close proximity to Bangsar for nice F&B, good service, nice room, ok food. For the price, it is a good one and I will definitely continue to stay here in the future.",The Boulevard-St Giles Premier Hotel,Singapore,Malaysia,Deserves a Better Review,Kuala Lumpur,2016/10/08 22:16:39,4,Mid Valley Expressway
59200,QuayJones,2013-08-20,"My wife and I stayed in February 2013, for 4nights.I was attending a business meeting on a Monday morning, but we took it as an opportunity to make it into a long weekend to visit the sites around KL.My Client booked the Hotel.The hotel at the time was undergoing a renovation and part of the hotel had already been completed. At first we were put into an un-renovated part of the hotel, which was in desperate need of an update. We complained and got moved to a renovated deluxe room, which had been completed to a good standard and was clean. Unfortunately the next morning at 7 am, were woken by drilling and construction work, so yet again we asked to be moved, this time I upgraded the room to a junior suite on the 23rd floor, which gave you access to the lounge on the 26th floor. It did not cost a great deal more to upgrade and was well worth the additional money.We only ate breakfast in the hotel, which we took in the executive lounge. There was a good choice. The lounge also offered pre-dinner drinks and snacks.The hotel was close to the main sites and didnt cost a great deal to travel around by taxi. It was a good base for exploring and good value for money.We used the pool on 1 occasion and it was cool and clean.Whilst in KL visit the hawker stalls in Jalan Alor and also the stalls set up in the basement of Lot 10, the food is amazing at great prices.The Petronas Towers is a must, together with the bird sanctuary, china town etc.RegardsSteve and Sandy Jones",The Boulevard-St Giles Premier Hotel,"Chester, United Kingdom",Malaysia,Mixing pleasure with business,Kuala Lumpur,2016/10/08 22:16:39,3,Mid Valley Expressway
59200,Ita A,2013-08-16,Our first trip in KL and we booked this hotel as per a recommendation from a friend of ours. The location is PERFECT. Right on top of a massive mega mall with lots of dining and shopping options and also a train station so it was very easy to get around KL! The rooms are average but all you need as in KL you don't spend to much time in your hotel room! We had a few issues with our access cards to the room but reception are always willing to help. Rooms are clean and beds are comfortable enough.I would recommend this hotel for a quick stay. Its a good location for newbies to KL. Also the extra extra cold beer special the bar do is amazing after a long day spent shopping and visiting the amazing kl,The Boulevard-St Giles Premier Hotel,"Perth, Western Australia, Australia",Malaysia,"Location, Location, Location!",Kuala Lumpur,2016/10/08 22:16:40,4,Mid Valley Expressway
